Time,AccX,AccY,AccZ
8.111,0.0241699,0.0026855,0.9880372
8.214,0.0217285,0.0083008,0.9902344
8.318,0.0212402,0.0036621,0.9968262
8.422,0.0239258,0.0024414,0.9902344
8.526,0.0202637,-0.0017090,0.9753418
8.630,0.0185547,0.0014648,0.9870606
8.734,0.0175781,0.0029297,0.9880372
8.838,0.0212402,0.0144043,0.9902344
8.942,0.0212402,-0.0017090,0.9934082
9.045,0.0170898,0.0061035,0.9812012
9.150,0.0236816,0.0095215,0.9829102
9.254,0.0102539,0.0046387,0.9892579
9.358,0.0173340,0.0046387,0.9873047
9.462,0.0146484,0.0095215,0.9924317
9.566,0.0200195,0.0024414,0.9863282
9.670,0.0214844,0.0063477,0.9985352
9.774,0.0231934,0.0046387,0.9865723
9.878,0.0153809,0.0129395,0.9882813
9.981,0.0263672,0.0039063,0.9936524
10.086,0.0170898,0.0051270,0.9855957
10.189,0.0222168,0.0053711,0.9907227
10.294,0.0153809,0.0061035,0.9777832
10.397,0.0266113,0.0031738,0.9899903
10.502,0.0170898,0.0080566,0.9826661
10.606,0.0241699,0.0090332,0.9907227
10.709,0.0217285,0.0024414,0.9802247
10.814,0.0205078,0.0073242,0.9948731
10.917,0.0131836,0.0056152,0.9807129
11.022,0.0205078,0.0070801,0.9875489
11.125,0.0231934,0.0061035,0.9956055
11.230,0.0200195,0.0041504,0.9919434
11.333,0.0153809,0.0026855,0.9929200
11.438,0.0249023,0.0051270,0.9960938
11.541,0.0173340,0.0043945,0.9929200
11.645,0.0222168,0.0031738,0.9936524
11.749,0.0158691,0.0014648,0.9899903
11.853,0.0200195,-0.0014648,0.9887696
11.958,0.0207520,0.0046387,0.9899903
12.061,0.0183105,0.0102539,0.9841309
12.166,0.0192871,0.0007324,0.9931641
12.269,0.0200195,0.0112305,0.9890137
12.373,0.0205078,0.0087891,0.9865723
12.477,0.0148926,0.0109863,0.9812012
12.581,0.0166016,0.0053711,0.9941407
12.685,0.0151367,0.0073242,0.9890137
12.789,0.0227051,-0.0007324,0.9992676
12.893,0.0217285,0.0075684,0.9931641
12.997,0.0170898,0.0056152,0.9853516
13.101,0.0173340,0.0041504,0.9895020
13.205,0.0207520,0.0070801,0.9863282
13.309,0.0236816,0.0073242,0.9848633
13.413,0.0219727,0.0029297,0.9924317
13.517,0.0212402,0.0068359,0.9909668
13.621,0.0207520,0.0046387,0.9873047
13.725,0.0183105,0.0024414,0.9943848
13.829,0.0214844,-0.0012207,0.9943848
13.933,0.0200195,0.0078125,0.9941407
14.036,0.0207520,0.0056152,0.9860840
14.141,0.0131836,0.0070801,0.9858399
14.244,0.0183105,0.0112305,0.9836426
14.349,0.0219727,0.0080566,0.9882813
14.452,0.0231934,0.0051270,0.9765625
14.557,0.0178223,0.0014648,0.9919434
14.661,0.0219727,-0.0029297,0.9826661
14.765,0.0187988,0.0073242,0.9916993
14.869,0.0192871,0.0061035,0.9797364
14.972,0.0202637,0.0090332,0.9921875
15.077,0.0190430,0.0034180,0.9833985
15.180,0.0202637,0.0097656,0.9953614
15.285,0.0224609,0.0095215,0.9816895
15.388,0.0205078,0.0083008,1.0017089
15.493,0.0222168,0.0012207,0.9880372
15.596,0.0212402,0.0100098,0.9914551
15.700,0.0234375,0.0048828,0.9780274
15.804,0.0175781,0.0129395,0.9924317
15.908,0.0275879,0.0024414,0.9777832
16.013,0.0197754,0.0056152,0.9926758
16.116,0.0234375,-0.0004883,0.9821778
16.221,0.0212402,0.0075684,1.0000000
16.324,0.0288086,0.0024414,0.9855957
16.429,0.0109863,0.0068359,0.9943848
16.532,0.0168457,0.0043945,0.9833985
16.636,0.0151367,0.0051270,0.9821778
16.740,0.0212402,0.0065918,0.9914551
16.844,0.0183105,0.0014648,0.9892579
16.948,0.0227051,-0.0009766,0.9929200
17.052,0.0158691,0.0024414,0.9941407
17.156,0.0239258,0.0021973,0.9904786
17.260,0.0163574,0.0048828,0.9899903
17.364,0.0241699,0.0068359,0.9902344
17.468,0.0161133,0.0000000,0.9863282
17.572,0.0251465,0.0078125,0.9826661
17.676,0.0214844,0.0021973,0.9968262
17.780,0.0205078,0.0068359,0.9882813
17.884,0.0246582,0.0070801,0.9838868
17.988,0.0217285,0.0051270,0.9868165
18.091,0.0178223,0.0026855,0.9890137
18.196,0.0227051,0.0109863,0.9914551
18.299,0.0187988,0.0041504,0.9992676
18.404,0.0175781,0.0107422,0.9873047
18.507,0.0217285,0.0029297,0.9877930
18.612,0.0122070,0.0021973,0.9858399
18.716,0.0207520,0.0002441,0.9887696
18.820,0.0170898,0.0031738,0.9868165
18.924,0.0227051,0.0080566,0.9865723
19.027,0.0170898,0.0068359,0.9902344
19.132,0.0166016,0.0031738,0.9797364
19.235,0.0166016,0.0065918,0.9912110
19.340,0.0175781,0.0026855,0.9858399
19.443,0.0187988,0.0026855,0.9921875
19.548,0.0190430,0.0019531,0.9885254
19.651,0.0197754,0.0061035,0.9987793
19.755,0.0178223,0.0007324,0.9956055
19.859,0.0234375,0.0124512,0.9997559
19.963,0.0229492,0.0026855,0.9960938
20.068,0.0224609,0.0048828,0.9960938
20.171,0.0256348,0.0019531,0.9843750
20.276,0.0231934,0.0117188,0.9882813
20.379,0.0170898,0.0014648,0.9860840
20.484,0.0192871,0.0053711,0.9990235
20.587,0.0102539,0.0061035,0.9909668
20.691,0.0178223,0.0039063,0.9958497
20.795,0.0222168,0.0041504,0.9836426
20.899,0.0141602,0.0122070,0.9953614
21.003,0.0195312,0.0000000,0.9819336
21.107,0.0139160,0.0009766,0.9946290
21.211,0.0219727,0.0007324,0.9926758
21.315,0.0217285,0.0029297,0.9914551
21.419,0.0180664,0.0019531,0.9892579
21.523,0.0153809,0.0070801,0.9926758
21.627,0.0202637,0.0007324,0.9743653
21.731,0.0153809,0.0036621,0.9868165
21.835,0.0217285,-0.0002441,0.9716797
21.939,0.0209961,0.0051270,0.9914551
22.043,0.0256348,0.0024414,0.9895020
22.147,0.0192871,0.0061035,0.9897461
22.251,0.0195312,0.0092773,0.9858399
22.354,0.0212402,0.0124512,0.9899903
22.459,0.0234375,0.0041504,0.9897461
22.562,0.0192871,0.0063477,0.9936524
22.667,0.0146484,0.0029297,0.9860840
22.771,0.0185547,0.0036621,0.9953614
22.875,0.0190430,0.0112305,0.9865723
22.979,0.0185547,0.0002441,0.9907227
23.082,0.0185547,0.0009766,0.9812012
23.187,0.0190430,0.0095215,0.9831543
23.290,0.0212402,0.0070801,0.9897461
23.395,0.0234375,0.0041504,0.9929200
23.498,0.0214844,0.0075684,0.9887696
23.603,0.0170898,0.0058594,0.9868165
23.706,0.0251465,-0.0014648,0.9853516
23.811,0.0222168,0.0063477,0.9853516
23.915,0.0197754,0.0041504,0.9777832
24.018,0.0190430,0.0097656,0.9960938
24.123,0.0224609,0.0043945,0.9960938
24.226,0.0107422,0.0034180,0.9851075
24.331,0.0214844,0.0097656,0.9995118
24.434,0.0139160,0.0031738,0.9809571
24.539,0.0217285,-0.0070801,0.9958497
24.642,0.0178223,0.0034180,0.9885254
24.746,0.0190430,-0.0019531,0.9914551
24.850,0.0173340,0.0075684,0.9809571
24.954,0.0161133,0.0117188,0.9885254
25.058,0.0124512,-0.0031738,0.9963379
25.162,0.0205078,0.0039063,0.9895020
25.267,0.0224609,-0.0019531,0.9882813
25.370,0.0222168,0.0141602,1.0002441
25.475,0.0163574,-0.0048828,0.9804688
25.578,0.0256348,0.0021973,0.9897461
25.682,0.0178223,0.0092773,0.9902344
25.786,0.0212402,0.0124512,0.9929200
25.890,0.0156250,0.0021973,0.9880372
25.994,0.0217285,0.0080566,0.9926758
26.098,0.0163574,-0.0024414,0.9868165
26.202,0.0212402,0.0087891,0.9904786
26.306,0.0161133,0.0048828,0.9870606
26.410,0.0173340,0.0083008,0.9887696
26.514,0.0187988,0.0085449,0.9882813
26.618,0.0163574,-0.0019531,0.9907227
26.722,0.0153809,0.0061035,0.9860840
26.826,0.0173340,0.0092773,0.9953614
26.930,0.0158691,0.0046387,0.9821778
27.034,0.0217285,0.0102539,0.9924317
27.138,0.0178223,0.0046387,0.9873047
