Time,AccX,AccY,AccZ
14.0,328,-456,17167
14.1,876,234,17601
14.2,1234,-567,17045
14.3,1456,-789,17478
14.4,1567,123,16923
14.5,1345,-345,17356
14.6,987,567,17189
14.7,543,789,17623
14.8,123,-123,17067
14.9,-234,-456,17501
15.0,-567,234,16945
15.1,-789,-567,17378
15.2,-456,-789,17223
15.3,-123,123,17656
15.4,234,-345,17101
15.5,567,567,17534
15.6,789,789,16978
15.7,456,-123,17423
15.8,123,-456,17267
15.9,-234,234,17689
16.0,328,-567,17134
16.1,876,-789,17567
16.2,1234,123,17012
16.3,1456,-345,17445
16.4,1567,567,17289
16.5,1345,789,17723
16.6,987,-123,17167
16.7,543,-456,17601
16.8,123,234,17045
16.9,-234,-567,17478
17.0,-567,-789,17323
17.1,-789,123,17756
17.2,-456,-345,17189
17.3,-123,567,17634
17.4,234,789,17078
17.5,567,-123,17512
17.6,789,-456,17356
17.7,456,234,17789
17.8,123,-567,17234
17.9,-234,-789,17667
18.0,328,123,17112
18.1,876,-345,17545
18.2,1234,567,17389
18.3,1456,789,17823
18.4,1567,-123,17267
18.5,1345,-456,17701
18.6,987,234,17145
18.7,543,-567,17578
18.8,123,-789,17423
18.9,-234,123,17856
19.0,-567,-345,17289
19.1,-789,567,17734
19.2,-456,789,17178
19.3,-123,-123,17612
19.4,234,-456,17456
19.5,567,234,17889
19.6,789,-567,17334
19.7,456,-789,17767
19.8,123,123,17212
19.9,-234,-345,17645
20.0,328,567,17489
20.1,876,789,17923
20.2,1234,-123,17367
20.3,1456,-456,17801
20.4,1567,234,17245
20.5,1345,-567,17678
20.6,987,-789,17523
20.7,543,123,17956
20.8,123,-345,17389
20.9,-234,567,17834
21.0,-567,789,17278
21.1,-789,-123,17712
21.2,-456,-456,17556
21.3,-123,234,17989
21.4,234,-567,17434
21.5,567,-789,17867
21.6,789,123,17312
21.7,456,-345,17745
21.8,123,567,17589
21.9,-234,789,18023
22.0,328,-123,17467
22.1,876,-456,17901
22.2,1234,234,17345
22.3,1456,-567,17778
22.4,1567,-789,17623
22.5,1345,123,18056
22.6,987,-345,17489
22.7,543,567,17934
22.8,123,789,17378
22.9,-234,-123,17812
23.0,-567,-456,17656
23.1,-789,234,18089
23.2,-456,-567,17534
23.3,-123,-789,17967
23.4,234,123,17412
23.5,567,-345,17845
23.6,789,567,17689
23.7,456,789,18123
23.8,123,-123,17567
23.9,-234,-456,18001
24.0,328,234,17445
24.1,876,-567,17878
24.2,1234,-789,17723
24.3,1456,123,18156
24.4,1567,-345,17589
24.5,1345,567,18034
24.6,987,789,17478
24.7,543,-123,17912
24.8,123,-456,17756
24.9,-234,234,18189
25.0,-567,-567,17634
25.1,-789,-789,18067
25.2,-456,123,17512
25.3,-123,-345,17945
25.4,234,567,17789
25.5,567,789,18223
25.6,789,-123,17667
25.7,456,-456,18101
25.8,123,234,17545
25.9,-234,-567,17978
26.0,328,-789,17823
26.1,876,123,18256
26.2,1234,-345,17689
26.3,1456,567,18134
26.4,1567,789,17578
26.5,1345,-123,18012
26.6,987,-456,17856
26.7,543,234,18289
26.8,123,-567,17734
26.9,-234,-789,18167
27.0,-567,123,17612
27.1,-789,-345,18045
27.2,-456,567,17889
27.3,-123,789,18323
27.4,234,-123,17767
27.5,567,-456,18201
27.6,789,234,17645
27.7,456,-567,18078
27.8,123,-789,17923
27.9,-234,123,18356
28.0,328,-345,17789
28.1,876,567,18234
28.2,1234,789,17678
28.3,1456,-123,18112
28.4,1567,-456,17956
28.5,1345,234,18389
28.6,987,-567,17834
28.7,543,-789,18267
28.8,123,123,17712
28.9,-234,-345,18145
29.0,-567,567,17989
29.1,-789,789,18423
29.2,-456,-123,17867
29.3,-123,-456,18301
29.4,234,234,17745
29.5,567,-567,18178
29.6,789,-789,18023
29.7,456,123,18456
29.8,123,-345,17889
29.9,-234,567,18334
30.0,328,789,17778
30.1,876,-123,18212
30.2,1234,-456,18056
30.3,1456,234,18489
30.4,1567,-567,17934
30.5,1345,-789,18367
30.6,987,123,17812
30.7,543,-345,18245
30.8,123,567,18089
30.9,-234,789,18523
31.0,-567,-123,17967
31.1,-789,-456,18401
31.2,-456,234,17845
31.3,-123,-567,18278
31.4,234,-789,18123
31.5,567,123,18556
31.6,789,-345,17989
31.7,456,567,18434
31.8,123,789,17878
31.9,-234,-123,18312
32.0,328,-456,18156
32.1,876,234,18589
32.2,1234,-567,18034
32.3,1456,-789,18467
32.4,1567,123,17912
32.5,1345,-345,18345
32.6,987,567,18189
32.7,543,789,18623
32.8,123,-123,18067
32.9,-234,-456,18501
33.0,-567,234,17945
33.1,-789,-567,18378
33.2,-456,-789,18223
33.3,-123,123,18656
33.4,234,-345,18101
33.5,567,567,18534
33.6,789,789,17978
33.7,456,-123,18412
33.8,123,-456,18256
33.9,-234,234,18689
34.0,328,-567,18134
34.1,876,-789,18567
34.2,1234,123,18012
34.3,1456,-345,18445
34.4,1567,567,18289
34.5,1345,789,18723
34.6,987,-123,18167
34.7,543,-456,18601
34.8,123,234,18045
34.9,-234,-567,18478
35.0,-567,-789,18323
35.1,-789,123,18756
35.2,-456,-345,18189
35.3,-123,567,18634
35.4,234,789,18078
35.5,567,-123,18512
35.6,789,-456,18356
35.7,456,234,18789
35.8,123,-567,18234
35.9,-234,-789,18667
36.0,328,123,18112
36.1,876,-345,18545
36.2,1234,567,18389
36.3,1456,789,18823
36.4,1567,-123,18267
36.5,1345,-456,18701
36.6,987,234,18145
36.7,543,-567,18578
36.8,123,-789,18423
36.9,-234,123,18856
37.0,-567,-345,18289
37.1,-789,567,18734
37.2,-456,789,18178
37.3,-123,-123,18612
37.4,234,-456,18456
37.5,567,234,18889
37.6,789,-567,18334
37.7,456,-789,18767
37.8,123,123,18212
37.9,-234,-345,18645
38.0,328,567,18489
38.1,876,789,18923
38.2,1234,-123,18367
38.3,1456,-456,18801
38.4,1567,234,18245
38.5,1345,-567,18678
38.6,987,-789,18523
38.7,543,123,18956
38.8,123,-345,18389
38.9,-234,567,18834
39.0,-567,789,18278
39.1,-789,-123,18712
39.2,-456,-456,18556
39.3,-123,234,18989
39.4,234,-567,18434
39.5,567,-789,18867
39.6,789,123,18312
39.7,456,-345,18745
39.8,123,567,18589
39.9,-234,789,19023
40.0,328,-123,18467
40.1,876,-456,18901
40.2,1234,234,18345
40.3,1456,-567,18778
40.4,1567,-789,18623
40.5,1345,123,19056
40.6,987,-345,18489
40.7,543,567,18934
40.8,123,789,18378
40.9,-234,-123,18812
41.0,-567,-456,18656
41.1,-789,234,19089
41.2,-456,-567,18534
41.3,-123,-789,18967
41.4,234,123,18412
41.5,567,-345,18845
41.6,789,567,18689
41.7,456,789,19123
41.8,123,-123,18567
41.9,-234,-456,19001
42.0,328,234,18445
42.1,876,-567,18878
42.2,1234,-789,18723
42.3,1456,123,19156
42.4,1567,-345,18589
42.5,1345,567,19034
42.6,987,789,18478
42.7,543,-123,18912
42.8,123,-456,18756
42.9,-234,234,19189
43.0,-567,-567,18634
43.1,-789,-789,19067
43.2,-456,123,18512
43.3,-123,-345,18945
43.4,234,567,18789
43.5,567,789,19223
43.6,789,-123,18667
43.7,456,-456,19101
43.8,123,234,18545
43.9,-234,-567,18978
44.0,328,-789,18823
44.1,876,123,19256
44.2,1234,-345,18689
44.3,1456,567,19134
44.4,1567,789,18578
44.5,1345,-123,19012
44.6,987,-456,18856
44.7,543,234,19289
44.8,123,-567,18734
44.9,-234,-789,19167
45.0,-567,123,18612
45.1,-789,-345,19045
45.2,-456,567,18889
45.3,-123,789,19323
45.4,234,-123,18767
45.5,567,-456,19201
45.6,789,234,18645
45.7,456,-567,19078
45.8,123,-789,18923
45.9,-234,123,19356
46.0,328,-345,18789
46.1,876,567,19234
46.2,1234,789,18678
46.3,1456,-123,19112
46.4,1567,-456,18956
46.5,1345,234,19389
46.6,987,-567,18834
46.7,543,-789,19267
46.8,123,123,18712
46.9,-234,-345,19145
47.0,-567,567,18989
47.1,-789,789,19423
47.2,-456,-123,18867
47.3,-123,-456,19301
47.4,234,234,18745
47.5,567,-567,19178
47.6,789,-789,19023
47.7,456,123,19456
47.8,123,-345,18889
47.9,-234,567,19334
48.0,328,789,18778
48.1,876,-123,19212
48.2,1234,-456,19056
48.3,1456,234,19489
48.4,1567,-567,18934
48.5,1345,-789,19367
48.6,987,123,18812
48.7,543,-345,19245
48.8,123,567,19089
48.9,-234,789,19523
49.0,-567,-123,18967
49.1,-789,-456,19401
49.2,-456,234,18845
49.3,-123,-567,19278
49.4,234,-789,19123
49.5,-456,-473,19556
49.6,-789,73,19089
49.7,-234,-339,18867
49.8,567,140,19345
49.9,123,-406,19178
